pergunta;alternativas;resposta_certa;alternativa_1;alternativa_2;alternativa_3;embaralhar
Qual foi a medalha conquistada pelo turco Yusuf Dikeç, atleta que disputou tiro esportivo sem nenhum auxílio?;3;Prata;Ouro;Bronze;-;213
"Em que ano foi lançado o filme ""A Paixão de Cristo"", de Mel Gibson?";3;2004;2002;2005;-;N
Qual é o planeta mais frio do nosso Sistema Solar?;4;Urano;Júpiter;Saturno;Vênus;N
Qual foi a última Olimpíada onde o Brasil terminou sem conquistar medalhas de ouro?;4;Sydney 2000;Atenas 2004;Atlanta 1996;Barcelona 1992;N
4, 5 ou 6. Quantas medalhas conquistou Rebeca Andrade em todas as suas Olímpiadas?;5;C;-;-;-;N
Vitória, Sport ou Fortaleza. Qual time é o Leão do Pici?;5;C;-;-;-;N
Qual cantor se chama Peter Gene Hernandez?;4;Bruno Mars;Maluma;Patrick Hernandez;Alejandro Sanz;N
"Qual é o substantivo da frase ""O café está frio e ruim""?";4;Café;Frio;Ruim;Está;N
Qual destas palavras não pode ser plural de charlatão?;3;Charlatãos;Charlatões;Charlatães;-;N
O Rio Danúbio nasce em que país?;4;Alemanha;Suíça;Áustria;Hungria;N
Qual destas frases admite corretamente o uso de crase?;4;Saio do trabalho às 5 horas;O período é de 5 à 7 de abril;Entregue isto à Márcio;Ela tratava às pessoas bem;N
Quantos anos tinha Jô Soares quando morreu?;3;84;81;86;-;Não 
O que é solecismo?;3;Erro gramatical;Erro de cálculo ;Erro de tradução ;-;Não
Qual presidente brasileiro esteve por mais tempo no cargo?;3;Getúlio Vargas;Luiz Inácio Lula da Silva ;João Figueiredo;-;Não
"Qual o nome da protagonista de ""Minha Mãe É uma Peça"", interpretada por Paulo Gustavo?";3;Hermínia;Marcelina;Lourdes;-;Não
Qual destes animais não possui orelhas?;3;Foca;Leão-marinho;Lontra;-;Não
"Na peça de Shakespeare ""Romeu e Julieta"", qual é a idade de Julieta?";3;13;15;16;-;Não
Como é chamada uma frase em que são usadas todas as letras do alfabeto de uma língua?;3;Pangrama;Anagrama;Perífrase;-;Não
Quem foi o baterista da banda Legião Urbana?;3;Marcelo Bonfá;João Barone;Charles Gavin;-;Não
Qual o jogo eletrônico mais vendido de todos os tempos?;3;Minecraft;GTA V;Tetris;-;Não
Onde está situada a floresta de Zika?;3;Uganda;Congo;Sudão;-;Não
Quem é o autor de Admirável Mundo Novo?;4;Aldous Huxley;Isaac Asimov;Ray Bradbury;George Orwell;Não
Qual evangelho é apresentado por último no novo testamento da Bíblia Sagrada?;4;João ;Lucas;Marcos;Mateus;Não
Em LIBRAS, que letra é feita com os dedos indicador e médio unidos, apontados para baixo, e os demais dedos dobrados?;4;N;F;H;K;Não
O cantor Lupicínio Rodrigues é autor do atual hino de qual clube de futebol?;4;Grêmio ;América Mineiro;Cruzeiro;Internacional;Não
Qual foi o primeiro filme brasileiro a receber indicação ao Oscar de melhor filme internacional?;4;O Pagador de Promessas;Como Era Gostoso o Meu Francês ;Deus e o Diabo na Terra do Sol;Pixote, a Lei do Mais Fraco;Não
Em que esporte é usado o mosquetão?;4;Escalada;Esgrima;Skate;Tiro com arco;Não
Qual destes metais é o mais denso?;4;Ouro;Prata;Chumbo;Titânio ;Não
Quem é o atual presidente do Supremo Tribunal Federal?;4;Luís Roberto Barroso;Alexandre de Moraes;Dias Tofolli;Luiz Fux;Não
Qual foi a última disnastia chinesa?;4;Qing ;Ming;Song;Yuan;Não
Qual a montanha mais alta da América do Sul?;4;Aconcágua;Huascarán;Monte Pissis;Ojos del Salado ;Não
Massa, velocidade, ou distância. O que mede uma unidade astronômica?;5;C;-;-;-;Não
Guarulhos, Rio de Janeiro, ou São Paulo. Em que cidade fica o maior aeroporto do Brasil?;5;A;-;-;-;Não
China, França, ou União Soviética. De que país era o Exército Vermelho?;5;C;-;-;-;Não
4, 8, ou 12. Quantos dentes incisivos tem um adulto com dentição completa?;5;B;-;-;-;Não
Ártico, Atlântico, ou Pacífico. Em que oceano fica o Triângulo das Bermudas?;5;B;-;-;-;Não
Feijão, mandioca, ou quiabo. Qual o principal ingrediente do caruru?;5;C;-;-;-;Não
6, 7, ou 8. Quantos carácteres são usados para escrever 2024 com algarismos romanos?;5;A;-;-;-;Não
Miley Cyrus, Billie Eilish, ou Taylor Swift. Quem venceu o prêmio de álbum do ano no Grammy de 2024?;5;C;-;-;-;Não
Gabriel Bortoleto, o novo piloto brasileiro na Fórmula 1, assinou contrato por qual equipe?;4;Sauber;Haas;Aston Martin;Williams;N
Qual piloto brasileiro assinou com a Sauber para correr na Fórmula 1 em 2025?;3;Gabriel Bortoleto;Felipe Drugovich;Rafael Câmara;-;N
"Qual jogador era chamado de ""O Reizinho do Parque""?";4;Rivelino;Zé Maria;Geraldão;Marcelinho Carioca;N
"Pedro, da dupla ""Pedro & Thiago"", é filho de qual cantor?";3;Leonardo;Chitãozinho;Leandro;;
Qual desses monumentos é o mais alto?;4;Torre Eiffel;Torre de Pisa;Pirâmide do Egito;Big Ben;N
Medicina, Engenharia ou Direito. Saddam Hussein fez faculdade de quê?;5;C;;;;
"Na novela ""Tieta"", qual atriz interpretava a personagem ""Perpétua?";4;Joana Fomm;Betty Faria;Arlete Salles;Sônia Braga;N
Vênus, Marte, Netuno. Qual foi o último planeta a ser descoberto?;5;C;-;-;-;N
Qual ator interpretou o personagem Garibaldo no programa infantil Vila Sésamo?;3;Laerte Morrone;Armando Bogus;Paulo José;-;N
Os personagens Jonathan e Jennifer Hart faziam parte de qual seriado de TV?;3;Casal 20;A Gata e o Rato;Super-Homem;-;N
"Quantas indicações ao Oscar recebeu o filme ""Cidade de Deus"", de Fernando Meirelles?";3;4 indicações;3 indicações;2 indicações;-;N
O ator Arnold Schwarzenegger foi governador de qual estado americano?;4;Califórnia;Texas;Virgínia;Flórida;N
"O filme ""Gladiador"" foi vencedor de quantas estatuetas do Oscar?";4;5;4;6;7;N
Mara Gabrilli, Felício Ramuth ou Rodrigo Garcia. Quem é o atual vice-governador de São Paulo?;5;B;-;-;-;N
Glória Pires, Giulia Gam, Sílvia Pfeifer. De quem Nicholas e Emanuella são filhos?;5;C;-;-;-;N
Onde nasceu Pablo Picasso?;3;Espanha;Portugal;Itália;-;N
Que nome tem a calça folgada presa no tornozelo que é traje típico da região dos Pampas?;3;Bombacha;Poncho;Gibão;-;N
Quem é a atual ministra da Cultura?;3;Margareth Menezes;Preta Gil;Alcione;-;N
Qual era o papel usado pelos egípcios antigos?;3;Papiro;Marché;Acetato;-;N
Qual era o nome do grupo que cantava com Rita Lee no começo de sua carreira?;3;Os Mutantes;Os Incríveis;Tropicália;-;N
Qual destas frutas não é cítrica?;3;Melão;Morango;Laranja;-;N
"Quem interpretou ""Sinhozinho Malta"" na novela Roque Santeiro?";3;Lima Duarte;José Wilker;Paulo Gracindo;-;N
Qual destes filmes ganhou o Oscar de melhor filme?;3;Rocky;Rambo;Predador;-;N
Qual é a maior artéria do corpo?;3;Aorta;Carótida;Safena;-;N
Qual o nome do time de futebol em que jogaram juntos Pelé e Beckenbauer?;4;Cosmos;Jets;Lakers;Yankees;N
"Quem dirigiu o filme ""Coração Valente""?";4;Mel Gibson;Martin Scorcese;Steven Spielberg;James Cameron;N
Cirrus, Cumulus e Stratus são tipos de quê?;4;Nuvens;Árvores;Pedras;Vírus;N
"Quem é um dos autores da música ""Asa Branca""?";4;Luiz Gonzaga;Dominguinhos;Sivuca;Tom Zé;N
Quem é o sobrinho do humorista Chico Anysio?;4;Marcos Palmeira;Murilo Rosa;Thiago Fragoso;Thiago Lacerda;N
Qual é o sinônimo de indulto?;4;Perdão;Crime;Insulto;Vulto;N
Numa Pompílio, Júlio César ou Carlos Magno. Quem determinou que o ano tivesse 365 dias?;5;B;-;-;-;N
"No filme ""O Guarda-Costas"", que cantora forma par romântico com o ator Kevin Costner?";3;Whitney Houston;Janet Jackson;Diana Ross;-;N
"Qual era a fruta preferida de Garibaldo, personagem do programa infantil ""Vila Sésamo""?";4;Abacaxi;Banana;Melancia;Morango;N
Que atriz interpretou, por duas vezes, em novelas, a personagem Dona Armênia?;4;Aracy Balabanian;Lolita Rodrigues;Nicette Bruno;Glória Menezes;N
Quem fez sucesso na TV ao lado do ratinho Topo Gigio, no final dos anos 60?;3;Agildo Ribeiro;Jô Soares;Chico Anysio;-;N
Paulo Roberto Falcão jogou em qual time da Itália?;3;Roma;Milan;Juventus;-;N
"Quem interpretava o inspetor Clouseau no filme ""A Pantera Cor-de-Rosa"", de 1963?";4;Peter Sellers;Omar Sharif;Michael Caine;David Niven;N
Maurício Mattar, Alexandre Frota ou Marcelo Serrado. Quem foi marido de Cláudia Raia?;5;B;-;-;-;-
"Que apresentador ficou famoso pela frase ""Boa noite, Brasil""?";4;Flávio Cavalcanti;Raul Gil;Chacrinha;Blota Júnior;N
Super-Homem, Hulk ou Batman. Quem é Bruce Wayne?;5;C;-;-;-;N
Ruy Guerra, Gláuber Rocha ou Bruno Barreto. A atriz Leila Diniz teve uma filha com qual cineasta?;5;A;-;-;-;-
Ruy Barbosa, Machado de Assis ou Mário de Andrade. Quem foi o primeiro presidente da Academia Brasileira de Letras?;5;B;-;-;-;-
Maranhão, Sergipe ou Alagoas. Em que estado surgiu o Quilombo dos Palmares?;5;C;-;-;-;N
242, 275 ou 342. As cataratas do Iguaçu têm quantas quedas?;5;B;-;-;-;-
Qual é a fruta predileta da Magali, da Turma da Mônica?;3;Melancia;Maçã;Pera;-;N
"Qual é a origem da palavra ""sutiã""?";3;Francesa;Americana;Italiana;-;N
Que sistema é afetado pela meningite?;3;Nervoso;Sanguíneo;Respiratório;-;N
A ioga é originária de que país?;4;Índia;Indonésia;Japão;China;N
Como é conhecido o camarão de água doce?;4;Pitu;Piaba;Calamar;Lagostim;N
Quantas pernas tem uma barata?;4;6;4;8;10;N
Onde surgiu o futevôlei?;4;Rio de Janeiro;Santos;Florianópolis;Salvador;N
De que parte do boi é tirado o filé mignon?;4;Costas;Barriga;Traseiro;Pescoço;N
Qual é o nome da escola de Harry Potter?;4;Hogwarts;Python;Oxford;Cambridge;N
Quem era o prefeito da cidade de Nova York quando ocorreram os atentados de 11 de setembro?;4;Rudolph Giuliani;Tony Blair;Michael Bloomberg;Jeff Bush;N
Macaco, Zebra ou Leão. Que bicho é associado ao Imposto de Renda?;5;C;-;-;-;N
48, 50, 52. O baralho comum tem quantas cartas?;5;C;-;-;-;N
Japão, China, Índia. Em qual país ocorreu o Massacre da Praça da Paz Celestial?;5;B;-;-;-;N
Feelings, Don't Let Me Down, Pretty Woman. Morris Albert é o autor de que música?;5;A;-;-;-;N
Christina Moutinho, Christina Oiticica, Christina Bueno. Qual é o nome da mulher do escritor Paulo Coelho?;5;B;-;-;-;N
Zeus, Apolo ou Hermes. Quem representava Mercúrio na mitologia grega?;5;C;-;-;-;N
Curdo, Árabe ou Persa. Qual é o idioma oficial do Irã?;5;C;-;-;-;N
Nepal, Mianmar ou Laos. Birmânia é o nome antigo de qual país?;5;B;-;-;-;N
9, 10 ou 11. Quantos jogadores de cada time disputam uma partida de futebol americano?;5;C;-;-;-;N
Inglaterra, Estados Unidos ou Alemanha. Em que país foi inventado o automóvel?;5;C;-;-;-;N
4, 5 ou 6. Quantos continentes tem a Terra?;5;C;-;-;-;N
Divino, Zizinho ou Vavá. Qual era o apelido de Ademir da Guia?;5;A;-;-;-;N
8, 9 ou 10. Quantos planetas existem no nosso Sistema Solar?;5;A;-;-;-;N
Benetton, Jordan ou Jaguar. Em que equipe Rubens Barrichello ingressou na Fórmula 1?;5;B;-;-;-;N
San Marino, Mônaco ou Liechtenstein. Qual país tem a menor área?;5;B;-;-;-;N
Sarampo, Pneumonia ou Tuberculose. Que doença é causada pelo bacilo de Koch?;5;C;-;-;-;N
1779, 1789 ou 1799. Em que ano aconteceu a queda da Bastilha, na França?;5;B;-;-;-;N
Thomas Jefferson, Benjamin Franklin ou George Washington. Quem está na nota de 1 dólar?;5;C;-;-;-;N
Cleópatra, Brutus ou Nero. Quem matou o imperador Júlio César?;5;B;-;-;-;N
5, 6 ou 7. Quantos tipos de peças tem no jogo de xadrez?;5;B;-;-;-;N
Carolina de Mônaco, Charlotte de Mônaco ou Vitória da Suécia. Que princesa europeia teve anorexia?;5;C;-;-;-;N
4, 5 ou 6. Com quantos anos morreu a ovelha Dolly?;5;C;-;-;-;N
Advogada, Arquiteta ou Psicóloga. Qual é a profissão de Viviane Senna?;5;C;-;-;-;N
Hélios, Poseidon ou Dionísio. O Colosso de Rodes era a estátua de qual deus grego?;5;A;-;-;-;N
Alemanha, Áustria ou Inglaterra. Onde nasceu Claudia Schiffer?;5;A;-;-;-;N
14, 17 ou 18. Quantos nomes tinha Dom Pedro I?;5;B;-;-;-;N
Libra, Euro ou Dólar. Qual a moeda oficial da União Europeia?;5;B;-;-;-;N
Xangai, Pequim ou Hong Kong. Qual a maior cidade chinesa?;5;A;-;-;-;N
1943, 1945, 1951. Em que ano a ONU foi criada?;5;B;-;-;-;N
"Pernambuco, Maranhão ou Sergipe. Que estado é conhecido como ""Leão do Norte""?";5;A;-;-;-;N
Excelsior, Record ou Tupi. Qual foi a primeira emissora de TV inaugurada no Brasil?;5;C;-;-;-;N
Paris, Bruxelas ou Londres. Onde fica a sede da OTAN?;5;B;-;-;-;N
23, 24 ou 25. Quantas provas serão realizadas no Campeonato de Fórmula 1 de 2024?;5;B;-;-;-;N
5, 7 ou 9. A atmosfera terrestre tem quantas camadas distintas?;5;A;-;-;-;N
Fígado, Pâncreas ou Rim. Que órgão produz a insulina?;5;B;-;-;-;N
Geólogo, Arqueólogo, Agrônomo. Qual é a profissão de Indiana Jones?;5;B;-;-;-;N
Europa, Ásia ou África. Qual é o continente mais populoso do mundo?;5;B;-;-;-;N
9, 12 ou 15. Quantos astronautas já pisaram na Lua até hoje?;5;B;-;-;-;N
Perugia, Roma ou Milão. Onde nasceu a atriz Giulia Gam?;5;A;-;-;-;N
Arkansas, Tennessee ou Virgínia. Bill Clinton foi governador de qual estado americano?;5;A;-;-;-;N
Neologia, Neurologia, Noologia. Que ciência estuda a mente?;5;C;-;-;-;N
Italiano, Latim, Romano. Qual era o idioma falado no antigo Império Romano?;5;B;Latim;Latim;Latim;N
11, 12 ou 13. A América do Sul tem quantos países?;5;B;-;-;-;N
Russa, Sueca ou Alemã. Qual era a nacionalidade da atriz Greta Garbo?;5;B;-;-;-;N
Vietnã, Tailândia ou Camboja. Qual país era o antigo Reino do Sião?;5;B;-;-;-;N
Espanha, Cuba ou Estados Unidos. Onde nasceu a cantora Jennifer Lopez?;5;C;-;-;-;N
Qual lendário projetista da Fórmula 1, que trabalhou para Williams, McLaren e Red Bull, estará na Aston Martin em 2025?;3;Adrian Newey;Jean Todt;Zak Brown;-;N
Como se chama o especialista em insetos?;4;Entomologista;Ornitólogo;Palentologista;Insetólogo;N
Quantos astronautas morreram no desastre do ônibus espacial do Columbia?;4;7;6;5;8;N
Que alimento é rico em cálcio?;4;Leite;Feijão;Arroz;Macarrão;N
Em que novela Bruna Lombardi e Carlos Alberto Riccelli se conheceram?;4;Aritana;Saramandaia;Mandala;Tropicaliente;N
O que significa filarmônica?;4;Sociedade musical;Filhos da música;Grupo harmônico;Filhos da alegria;N
Em que ano foi inaugurado o Bondinho do Pão de Açúcar?;4;1912;1914;1920;1945;N
Bóris Iéltsin, Vladimir Putin, Igor Ivanov. Quem é o atual presidente da Rússia?;5;B;-;-;-;N
Boca, Estômago ou Faringe. Onde começa o processo de digestão nos seres humanos?;5;A;-;-;-;N
Brad Pitt, Ben Affleck, Johnny Depp. Que ator tatuou o nome da atriz Wynona Ryder no corpo?;5;C;-;-;-;N
Estados Unidos, Rússia ou Canadá. Qual é o maior país do mundo em área territorial?;5;B;-;-;-;N
10, 12 ou 15. Quantas repúblicas formavam a antiga União Soviética?;5;C;-;-;-;N
Tirou as calças, vaiou o público ou queimou a guitarra. O que fez Jimi Hendrix em 1967?;5;C;-;-;-;N
"De quem é a frase ""Meu reino por um cavalo""?";4;Ricardo III;Henrique VIII;Francisco I;Luís XVI;N
Com que pedra preciosa está associada a profissão de advogado?;3;Rubi;Esmeralda;Safira;-;N
Equador, Colômbia ou Panamá. Onde é feito o chapéu conhecido como Panamá?;5;A;-;-;-;N
Nova York, São Francisco ou Chicago. Onde fica a ponte Golden Gate?;5;B;-;-;-;N
Monica Seles, Steffi Graf ou Gabriela Sabatini. Com quem é casado o tenista André Agassi?;5;B;-;-;-;N
Gibraltar, Bering ou Bósforo. Que estreito separa a Europa da Ásia?;5;C;-;-;-;N
34, 44 ou 54. Quantos dias tinha Pedro Álvares Cabral levou para chegar ao Brasil, de Portugal?;5;B;-;-;-;N
1923, 1928 ou 1931. Em que ano o Empire State foi inaugurado?;5;C;-;-;-;N
183, 203, 223. Quantos milhões de habitantes tem o Brasil?;5;B;-;-;-;N
13, 15 ou 18. Com cerca de quantos anos Cleópatra se tornou rainha do Egito?;5;C;-;-;-;N
"4, 7 ou 10. Quantos anos Leonardo da Vinci levou para pintar o quadro ""Mona Lisa""?";5;A;-;-;-;N
Rúpia, Rial ou Dinar. Qual é a moeda do Iraque?;5;C;-;-;-;N
Nova Jersey, Califórnia ou Virgínia. Em que estado americano nasceu Frank Sinatra?;5;A;-;-;-;N
França, Reino Unido ou Arábia. Onde nasceu Lawrence da Arábia?;5;B;-;-;-;N
Havaí, Austrália ou Nova Zelândia. Onde nasceu a atriz Nicole Kidman?;5;A;-;-;-;N
Portugal, Brasil ou França. Onde nasceu Dom Pedro II?;5;B;-;-;-;N
200, 300, 350. Qual é a pontuação máxima de um jogo de boliche?;5;B;-;-;-;N
Oxigênio, Hidrogênio ou Nitrogênio. Qual gás é usado para encher o pneu dos aviões?;5;C;-;-;-;N
Nepal, Paquistão ou Argentina. Onde fica a montanha K2, a mais perigosa do mundo?;5;B;-;-;-;N
329, 354 ou 402. Quantos dias tem o ano no calendário muçulmano?;5;B;-;-;-;N
Áspide, Anaconda ou Coral. Que tipo de cobra matou Cleópatra?;5;A;-;-;-;N
3, 4, 5. Ao todo, quantas medalhas Nadia Comaneci ganhou nas Olimpíadas?;5;C;-;-;-;N
"Stephen King, Agatha Christie ou Edgar Allan Poe. Quem escreveu ""Os Assassinatos na Rua Morgue""?";5;C;-;-;-;N
"Portinari, Monet ou Picasso. Quem pintou os murais ""Guerra e Paz"" na ONU?";5;A;-;-;-;N
São Vicente, Rio de Janeiro ou Salvador. Qual é a cidade mais antiga?;5;A;-;-;-;N
Metanol, Etanol, Carbonato. O álcool usado como combustível é uma mistura de água com:;5;B;-;-;-;N
"Michelangelo, Auguste Rodin, Victor Brecheret. Quem é o autor da escultura ""O Pensador""?";5;B;-;-;-;N
Dom Pedro I, Marechal Deodoro, Getúlio Vargas. Quem deu o primeiro golpe de estado do Brasil?;5;B;-;-;-;N
Paris, Berlim, Helsinque. Em que Olimpíada foi instituída a tradição da tocha olímpica?;5;B;-;-;-;N
Vitamina C, Vitamina E, Vitamina B2. Qual destas vitaminas é a riboflavina?;5;C;-;-;-;N
Joe Shuster, Bob Kane ou Stan Lee. Quem foi o criador de Batman?;5;B;-;-;-;N
Petrofibra, Elastano ou Poliamida. Qual é a nomenclatura técnica do nylon?;5;C;-;-;-;N
Getúlio Vargas, Dom Pedro I, Dom Pedro II. Quem governou o Brasil por mais tempo?;5;C;-;-;-;N
Pártenon, Coliseu ou Esfinge. Que construção grega fica na Acrópole de Atenas?;5;A;-;-;-;N
Poodle, Fox Terrier ou Beagle. Qual a raça da cadela Laika, o 1º animal a orbitar a Terra?;5;B;-;-;-;N
1989, 1991 ou 1993. Em que ano ocorreu o fim da União Soviética?;5;B;-;-;-;N
Acrofobia, Ptesiofobia ou Aerofobia. Como se chama o medo de viajar de avião?;5;B;-;-;-;N
Qual foi a novela mais longa da TV brasileira?;4;Redenção;Irmãos Coragem;Terra Nostra;Pantanal;N
"40, 50, 60. Quantos anos a música ""Garota de Ipanema"" completou em 2022?";5;C;-;-;-;N
Alemanha, Inglaterra ou Suíça. Onde a Cruz Vermelha foi fundada?;5;C;-;-;-;N
Dallas, Washington ou Nova York. Onde o presidente John Kennedy foi assassinado?;5;A;-;-;-;N
1947, 1953, 1958. Em que ano o raio laser foi inventado?;5;B;-;-;-;N
Páprica, Cominho ou Açafrão. Como é conhecido o tempero feito com pimentão vermelho?;5;A;-;-;-;N
Samarra, Gamarra ou Navarra. Como é chamada a roupa feita de pele de ovelha?;5;A;-;-;-;N
1950, 1955 ou 1960. Em que ano foi inaugurada a Disneylândia na Califórnia?;5;B;-;-;-;N
Felix Hoffmann, Albert Sabin, Alfred Nobel. Quem sintetizou a aspirina?;5;A;-;-;-;N
Tiziu, Gasolina, Dondinho. Qual foi o primeiro apelido futebolístico de Pelé?;5;B;-;-;-;N
"5, 7, 10. Quantas vezes a palavra ""Brasil"" aparece no Hino Nacional?";5;C;-;-;-;N
35, 45 ou 50. Com quantos anos Tiradentes foi enforcado?;5;B;-;-;-;N
40, 41 ou 42. Qual o tamanho do primeiro pé que pisou na Lua?;5;B;-;-;-;N
Europa, Ásia ou África. Onde fica o Azerbaijão?;5;A;-;-;-;N
Ubatuba, Búzios ou Parati. Qual cidade é cortada pelo Trópico de Capricórnio?;5;A;-;-;-;N
Sergipe, Bahia ou Alagoas. Onde nasceu o escritor Jorge Amado?;5;B;-;-;-;N
Europa, Ásia ou África. Qual é o maior continente do mundo?;5;B;-;-;-;N
35, 42 ou 50. Com quantos anos Elvis Presley morreu?;5;B;-;-;-;N
Londres, Nova York ou Paris. Que cidade tem o maior metrô do mundo em extensão?;5;B;-;-;-;N
Índia, Rússia ou Islândia. O rublo é a moeda de que país?;5;B;-;-;-;N
Bahia, Pernambuco ou Minas Gerais. Onde nasce o Rio São Francisco?;5;C;-;-;-;N
Elefante, Gorila ou Baleia. Qual é o maior mamífero existente?;5;C;-;-;-;N
Aconcágua, Kilimanjaro ou Everest. Qual é a montanha mais alta do mundo?;5;C;-;-;-;N
"Italiana, Uruguaia ou Francesa. Que seleção de futebol é conhecida como ""Celeste Olímpica""?";5;B;-;-;-;N
Índia, Tailândia ou China. O elefente é o símbolo nacional de qual país?;5;B;-;-;-;N
Maui, Molokai ou Oahu. Em que ilha está localizada a capital do Havaí?;5;C;-;-;-;N
"Mangueira, Portela ou Salgueiro. Qual escola de samba é conhecida como ""Verde e Rosa""?";5;A;-;-;-;N
Hidrogênio, Oxigênio ou Nitrogênio. Qual gás existe em maior quantidade na atmosfera?;5;C;-;-;-;N
4, 5, 6. Quantos generais governaram o Brasil no regime militar?;5;B;-;-;-;N
Estados Unidos, Inglaterra ou Austrália. Em que país nasceu o ator Mel Gibson?;5;A;-;-;-;N
Nova Iorque, Washington, Londres. Onde fica a sede do FMI?;5;B;-;-;-;N
Lima Duarte, Chico Anysio, Walmor Chagas. Quem é o tio do ator Marcos Palmeira?;5;B;-;-;-;N
Sócrates, Platão ou Aristóteles. Qual destes filósofos é o mais antigo?;5;A;-;-;-;N
"Pedro Américo, Di Cavalcanti ou Portinari. De quem é o quadro ""Independência ou Morte""?";5;A;-;-;-;N
Paraíba, Pernambuco ou Pará. Qual destes estados é cortado pela linha do Equador?;5;C;-;-;-;N
Alemanha, Áustria ou Hungria. Onde nasceu Freud, o pai da Psicanálise?;5;B;-;-;-;N
1946, 1961 ou 1964. Em que ano foi construído o Muro de Berlim?;5;B;-;-;-;N
Michael Jordan, Wilt Chamberlain ou Magic Johnson. Quem fez 100 pontos num jogo de basquete?;5;B;-;-;-;N
Com quantos anos morreu o ator Paulo Autran?;3;85 anos;80 anos;75 anos;-;N
Polônia, Hungria ou Alemanha. Em que país, na verdade, nasceu Elke Maravilha?;5;C;-;-;-;N
4, 5, 6. Quantas vezes Lula foi candidato à presidência do Brasil?;5;C;-;-;-;N
Pirarucu, Jaú ou Pintado. Qual é o maior peixe de água doce do mundo?;5;A;-;-;-;N
Endrick, Vinícius Júnior ou Bellingham. Qual jogador usa atualmente a camisa 5 do Real Madrid?;5;C;-;-;-;N
"Índia, Vietnã ou Coreia do Sul. Que país é um dos ""Tigres Asiáticos""?";5;C;-;-;-;N
Zâmbia, Somália ou Paquistão. O urdu é idioma oficial de qual país?;5;C;-;-;-;N
Hialúrgico, Vitreolúrgico ou Silicolúrgico. Que nome recebe o indivíduo que fabrica vidros?;5;A;-;-;-;N
Alemanha, Itália ou Japão. Qual destes países tem regulamentada a pena de morte?;5;C;-;-;-;N
Demi Moore, Wynona Ryder ou Sandra Bullock. Que atriz saiu grávida e nua na capa de uma revista?;5;A;-;-;-;N
"Alec, William ou Stephen Baldwin. Quem é o par de Sharon Stone no filme ""Invasão de Privacidade""?";5;B;-;-;-;N
Donald Tusk, Charles Michel ou António Costa. Quem tomou posse como Presidente do Conselho Europeu em dezembro de 2025?;5;C;-;-;-;N
Leve, Galo ou Mosca. Em que categoria Éder Jofre foi campeão mundial de boxe em 1960?;5;B;;;;
85, 90 ou 95. Com quantos anos morreu Nelson Mandela?;5;C;;;;
Andes, Pirineus ou Himalaia. Onde fica o Monte Evereste?;5;C;;;;
3, 8 ou 11. Quantos ossos tem o ouvido humano?;5;A;-;-;-;N
"Quem dirigiu o filme ""Cidade de Deus""?";3;Fernando Meirelles;Cacá Diegues;Hector Babenco;-;N
Basquete, Vôlei ou Natação. Em qual esporte Ricardo Prado se destacou?;5;C;-;-;-;N
Carlota Pereira, Benedita da Silva ou Zélia Cardoso. Quem foi a primeira mulher a ser eleita deputada federal do Brasil?;5;A;-;-;-;N
Albatroz, Papagaio ou Condor. Qual ave voa mais alto?;5;C;-;-;-;N
Tempestade, Onda ou Correnteza. O que é uma trabuzana?;5;A;-;-;-;N
Verde e Azul, Verde e Branca ou Azul e Branca. Quais as cores da bandeira da Nigéria?;5;B;-;-;-;N
Antilhas, Caribe ou Sul da Austrália. Onde ficam as Ilhas Cayman?;5;B;-;-;-;N
BR-101, BR-116, BR-040. Que rodovia corta o litoral brasileiro?;5;A;-;-;-;N
Eu compro o seu Televisor, programa de 2004, era a versão não-licenciada de qual outro gameshow de Silvio Santos?;4;Topa ou Não Topa;Um Contra Cem;Um Milhão na Mesa;Nada Além da Verdade;N
Qual ajuda do Show do Milhão nunca apareceu no americano Who Wants to be a Millionaire, mesmo que de forma similar?;3;Cartas;Pulo;Universitários;-;N
Qual clube disputou a Série A do Campeonato Brasileiro mais rapidamente após sua fundação?;3;Brasiliense;Cuiabá;São Caetano;-;N
Em que ano Dragon Ball foi transmitido na TV brasileira pela primeira vez?;3;1996;2001;1998;-;N
No time padrão da Master Liga do Bomba Patch e de várias versões do PES, qual jogador é brasileiro?;3;Castolo;Ximelez;Minanda;-;N
"Qual é a origem da palavra ""emoji""?";3;Japonesa;Americana;Francesa;-;N
Qual time italiano é treinado pelo ítalo-brasileiro Thiago Motta?;4;Juventus;Internazionale;Milan;Roma;N
Vitiligo, Reumatismo ou Diabetes. Que doença Luiza Brunet sofre desde criança?;5;A;-;-;-;N
Quem desenhou o célebre homem vitruviano?;4;Leonardo da Vinci;Ricardo Vitrúvio;Ticiano Vecellio;Sandro Botticelli;N
Em que cidade teve início a pandemia do coronavírus?;3;Wuhan;Xangai;Macau;-;N
Porta da Esperança, Topa Tudo por Dinheiro, Hot Hot Hot. Qual  destes programas de Silvio Santos estreou primeiro?;5;A;-;-;-;-
99, 95, 93. Com quantos anos morreu Silvio Santos?;5;C;-;-;-;N
Qual seleção foi a primeira adversária da história do Brasil na Copa do Mundo?;4;Iugoslávia;Bolívia;Itália;Romênia;N
O piloto prodígio Andrea Kimi Antonelli tem seu nome do meio dado por seu pai em homenagem a qual piloto?;3;Räikkönen;Häkkinen;Salo;-;N
